poliza_id,policy_number,poliza_renovacion,cartera_renovaciones,count_items,issue
215404,1000003775,1,[np.int64(0)],1,renovacion_mismatch
215406,83724211,3,[np.int64(0)],1,renovacion_mismatch
215413,15574000002460,2,[np.int64(0)],1,renovacion_mismatch
215415,15574000002490,3,[np.int64(0)],1,renovacion_mismatch
215417,15574000002510,3,[np.int64(0)],1,renovacion_mismatch
215418,2050330686701,1,[np.int64(0)],1,renovacion_mismatch
215427,14517700033080,1,[np.int64(0)],1,renovacion_mismatch
215429,14517700033100,2,[np.int64(0)],1,renovacion_mismatch
215433,83724197,1,[np.int64(0)],1,renovacion_mismatch
215442,994000000251-2,2,[np.int64(0)],1,renovacion_mismatch
215445,15574000002370,3,[np.int64(0)],1,renovacion_mismatch
215447,15574000002390,3,[np.int64(0)],1,renovacion_mismatch
215450,83724207,2,[np.int64(0)],1,renovacion_mismatch
215452,101005350-2,2,[np.int64(0)],4,renovacion_mismatch
215461,15574000002330,2,[np.int64(0)],1,renovacion_mismatch
215462,14517700033040,2,[np.int64(0)],1,renovacion_mismatch
215463,83724190,3,[np.int64(0)],1,renovacion_mismatch
215464,83724191,3,[np.int64(0)],1,renovacion_mismatch
215465,83724192,3,[np.int64(0)],1,renovacion_mismatch
215467,3137997900,1,[np.int64(0)],1,renovacion_mismatch
215469,14517700033050,2,[np.int64(0)],1,renovacion_mismatch
215474,83724187,2,[np.int64(0)],1,renovacion_mismatch
215476,83724206,3,[np.int64(0)],1,renovacion_mismatch
215478,3137782800,2,[np.int64(0)],1,renovacion_mismatch
215494,14517700033020,2,[np.int64(0)],1,renovacion_mismatch
215500,83724205,3,[np.int64(0)],1,renovacion_mismatch
215501,3137219200,1,[np.int64(0)],1,renovacion_mismatch
215504,994000000250-2,2,[np.int64(0)],1,renovacion_mismatch
215510,83724204,2,[np.int64(0)],1,renovacion_mismatch
215512,83490235,1,[np.int64(0)],1,renovacion_mismatch
215514,14517700032980,3,[np.int64(0)],1,renovacion_mismatch
215518,83724185,3,[np.int64(0)],1,renovacion_mismatch
215519,83724186,3,[np.int64(0)],1,renovacion_mismatch
215520,14517700032930,3,[np.int64(0)],1,renovacion_mismatch
215526,14517700032950,1,[np.int64(0)],1,renovacion_mismatch
215528,83724201,1,[np.int64(0)],1,renovacion_mismatch
215529,83724202,3,[np.int64(0)],1,renovacion_mismatch
215536,101006153-1,1,[np.int64(0)],1,renovacion_mismatch
215538,15574000001210,3,[np.int64(0)],1,renovacion_mismatch
215543,994000000249-2,2,[np.int64(0)],3,renovacion_mismatch
215544,83724203,3,[np.int64(0)],1,renovacion_mismatch
215551,83490231,3,[np.int64(0)],1,renovacion_mismatch
215552,14517700032890,1,[np.int64(0)],1,renovacion_mismatch
215558,14517700032910,1,[np.int64(0)],1,renovacion_mismatch
215559,14517700032920,2,[np.int64(0)],1,renovacion_mismatch
215561,14517700032870,3,[np.int64(0)],1,renovacion_mismatch
215571,15574000002240,1,[np.int64(0)],1,renovacion_mismatch
215572,15574000002250,1,[np.int64(0)],1,renovacion_mismatch
215573,83490238,3,[np.int64(0)],1,renovacion_mismatch
215579,15574000001770,3,[np.int64(0)],1,renovacion_mismatch
215580,15574000001780,3,[np.int64(0)],1,renovacion_mismatch
215588,14517700032840,1,[np.int64(0)],1,renovacion_mismatch
215589,15574000001670,3,[np.int64(0)],1,renovacion_mismatch
215590,15574000001680,3,[np.int64(0)],1,renovacion_mismatch
215591,15574000001690,3,[np.int64(0)],1,renovacion_mismatch
215592,15574000001700,3,[np.int64(0)],1,renovacion_mismatch
215593,15574000001710,3,[np.int64(0)],1,renovacion_mismatch
215594,15574000001720,3,[np.int64(0)],1,renovacion_mismatch
215595,15574000001730,3,[np.int64(0)],1,renovacion_mismatch
215596,15574000001740,3,[np.int64(0)],1,renovacion_mismatch
215597,15574000001750,3,[np.int64(0)],1,renovacion_mismatch
215598,15574000001760,3,[np.int64(0)],1,renovacion_mismatch
215599,15574000001570,3,[np.int64(0)],1,renovacion_mismatch
215600,15574000001580,3,[np.int64(0)],1,renovacion_mismatch
215601,15574000001590,3,[np.int64(0)],1,renovacion_mismatch
215602,15574000001600,3,[np.int64(0)],1,renovacion_mismatch
215603,15574000001610,3,[np.int64(0)],1,renovacion_mismatch
215604,15574000001620,3,[np.int64(0)],1,renovacion_mismatch
215605,15574000001630,3,[np.int64(0)],1,renovacion_mismatch
215606,15574000001640,3,[np.int64(0)],1,renovacion_mismatch
215607,15574000001650,3,[np.int64(0)],1,renovacion_mismatch
215608,15574000001660,3,[np.int64(0)],1,renovacion_mismatch
215609,1557400001470,3,[np.int64(0)],1,renovacion_mismatch
215610,15574000001480,3,[np.int64(0)],1,renovacion_mismatch
215611,15574000001490,3,[np.int64(0)],1,renovacion_mismatch
215612,15574000001500,3,[np.int64(0)],1,renovacion_mismatch
215613,15574000001510,3,[np.int64(0)],1,renovacion_mismatch
215614,15574000001520,3,[np.int64(0)],1,renovacion_mismatch
215615,15574000001530,3,[np.int64(0)],1,renovacion_mismatch
215616,15574000001540,3,[np.int64(0)],1,renovacion_mismatch
215617,15574000001550,3,[np.int64(0)],1,renovacion_mismatch
215618,15574000001560,3,[np.int64(0)],1,renovacion_mismatch
215619,15574000001370,3,[np.int64(0)],1,renovacion_mismatch
215620,15574000001380,3,[np.int64(0)],1,renovacion_mismatch
215621,15574000001390,3,[np.int64(0)],1,renovacion_mismatch
215622,15574000001400,3,[np.int64(0)],1,renovacion_mismatch
215623,15574000001410,3,[np.int64(0)],1,renovacion_mismatch
215624,15574000001420,3,[np.int64(0)],1,renovacion_mismatch
215625,15574000001430,3,[np.int64(0)],1,renovacion_mismatch
215626,15574000001440,3,[np.int64(0)],1,renovacion_mismatch
215627,15574000001450,3,[np.int64(0)],1,renovacion_mismatch
215628,15574000001460,3,[np.int64(0)],1,renovacion_mismatch
215629,15574000001260,3,[np.int64(0)],1,renovacion_mismatch
215630,15574000001270,3,[np.int64(0)],1,renovacion_mismatch
215631,15574000001280,3,[np.int64(0)],1,renovacion_mismatch
215632,15574000001290,3,[np.int64(0)],1,renovacion_mismatch
215633,15574000001310,3,[np.int64(0)],1,renovacion_mismatch
215634,15574000001320,3,[np.int64(0)],1,renovacion_mismatch
215635,15574000001330,3,[np.int64(0)],1,renovacion_mismatch
215636,15574000001340,3,[np.int64(0)],1,renovacion_mismatch
215637,15574000001350,3,[np.int64(0)],1,renovacion_mismatch
215638,15574000001360,3,[np.int64(0)],1,renovacion_mismatch
215639,83490236,1,[np.int64(0)],1,renovacion_mismatch
215643,3136750500,1,[np.int64(0)],1,renovacion_mismatch
215644,15574000002230,2,[np.int64(0)],1,renovacion_mismatch
215646,15574000001240,3,[np.int64(0)],1,renovacion_mismatch
215647,15574000001250,3,[np.int64(0)],1,renovacion_mismatch
215649,15574000001230,3,[np.int64(0)],1,renovacion_mismatch
215653,83490208,2,[np.int64(0)],1,renovacion_mismatch
215654,3136624700,1,[np.int64(0)],1,renovacion_mismatch
215655,83490210,3,[np.int64(0)],1,renovacion_mismatch
215665,15574000002220,3,[np.int64(0)],1,renovacion_mismatch
215666,15574000001220,3,[np.int64(0)],1,renovacion_mismatch
215670,15574000002140,1,[np.int64(0)],1,renovacion_mismatch
215671,15574000002130,1,[np.int64(0)],1,renovacion_mismatch
215673,15574000002160,1,[np.int64(0)],1,renovacion_mismatch
215676,14517700032820,3,[np.int64(0)],1,renovacion_mismatch
215677,15574000002070,2,[np.int64(0)],1,renovacion_mismatch
215679,1000003739,1,[np.int64(0)],6,renovacion_mismatch
215680,15574000002090,1,[np.int64(0)],1,renovacion_mismatch
215681,15574000002100,1,[np.int64(0)],1,renovacion_mismatch
215682,15574000002110,3,[np.int64(0)],1,renovacion_mismatch
215683,14517700032770,2,[np.int64(0)],1,renovacion_mismatch
215685,14517700032780,3,[np.int64(0)],1,renovacion_mismatch
215688,15574000002020,1,[np.int64(0)],1,renovacion_mismatch
215689,15574000002030,2,[np.int64(0)],1,renovacion_mismatch
215694,1000003657,2,[np.int64(0)],3,renovacion_mismatch
215697,14517700032700,1,[np.int64(0)],1,renovacion_mismatch
215699,14517700032720,1,[np.int64(0)],1,renovacion_mismatch
215703,14517700032760,3,[np.int64(0)],1,renovacion_mismatch
215705,15574000002000,1,[np.int64(0)],1,renovacion_mismatch
215707,3135435900,1,[np.int64(0)],1,renovacion_mismatch
215712,14517700032660,3,[np.int64(0)],1,renovacion_mismatch
215713,14517700032670,2,[np.int64(0)],1,renovacion_mismatch
215720,14517700032590,3,[np.int64(0)],1,renovacion_mismatch
215721,14517700032600,2,[np.int64(0)],1,renovacion_mismatch
215722,14517700032610,3,[np.int64(0)],1,renovacion_mismatch
215723,14517700032630,2,[np.int64(0)],1,renovacion_mismatch
215725,14517700032640,2,[np.int64(0)],1,renovacion_mismatch
215738,101004791-3,2,[np.int64(0)],1,renovacion_mismatch
215739,14517700032570,3,[np.int64(0)],1,renovacion_mismatch
215744,14517700032530,3,[np.int64(0)],1,renovacion_mismatch
215748,14517700032550,2,[np.int64(0)],1,renovacion_mismatch
215749,14517700032560,3,[np.int64(0)],1,renovacion_mismatch
215757,2050360018802,1,[np.int64(0)],1,renovacion_mismatch
215765,15574000001970,3,[np.int64(0)],1,renovacion_mismatch
215773,3010866-2,2,[np.int64(0)],4,renovacion_mismatch
215776,14517700032470,1,[np.int64(0)],1,renovacion_mismatch
215780,83490204,2,[np.int64(0)],1,renovacion_mismatch
215781,83490206,3,[np.int64(0)],1,renovacion_mismatch
215783,15574000001950,1,[np.int64(0)],1,renovacion_mismatch
215787,AA006098,1,[np.int64(0)],20,renovacion_mismatch
215792,14517700032440,3,[np.int64(0)],1,renovacion_mismatch
215793,15574000001860,3,[np.int64(0)],1,renovacion_mismatch
215799,101005318-3,2,[np.int64(0)],10,renovacion_mismatch
215803,83489969,2,[np.int64(0)],1,renovacion_mismatch
215805,15574000001830,1,[np.int64(0)],1,renovacion_mismatch
215808,14517700032400,3,[np.int64(0)],1,renovacion_mismatch
215810,14517700032410,3,[np.int64(0)],1,renovacion_mismatch
215811,14517700032420,1,[np.int64(0)],1,renovacion_mismatch
215816,14517700032370,3,[np.int64(0)],1,renovacion_mismatch
215817,14517700032380,3,[np.int64(0)],1,renovacion_mismatch
215819,15574000001790,2,[np.int64(0)],1,renovacion_mismatch
215822,83489968,2,[np.int64(0)],1,renovacion_mismatch
215828,101000287,1,[np.int64(0)],3,renovacion_mismatch
215831,83490205,2,[np.int64(0)],1,renovacion_mismatch
215834,14517700032340,2,[np.int64(0)],1,renovacion_mismatch
215836,101000152-3,1,[np.int64(0)],1,renovacion_mismatch
215839,83489967,3,[np.int64(0)],1,renovacion_mismatch
215845,15574000001180,2,[np.int64(0)],1,renovacion_mismatch
215846,15574000001200,2,[np.int64(0)],1,renovacion_mismatch
215866,15574000001100,3,[np.int64(0)],1,renovacion_mismatch
215869,83490191,2,[np.int64(0)],1,renovacion_mismatch
215879,1000003683,1,[np.int64(0)],2,renovacion_mismatch
215883,83490225,1,[np.int64(0)],1,renovacion_mismatch
215884,83490226,1,[np.int64(0)],1,renovacion_mismatch
215888,15574000001050,3,[np.int64(0)],1,renovacion_mismatch
215889,15574000001060,3,[np.int64(0)],1,renovacion_mismatch
215890,15574000001070,3,[np.int64(0)],1,renovacion_mismatch
215891,15574000001080,3,[np.int64(0)],1,renovacion_mismatch
215892,83490228,1,[np.int64(0)],1,renovacion_mismatch
215897,83490222,1,[np.int64(0)],1,renovacion_mismatch
215901,83490223,3,[np.int64(0)],1,renovacion_mismatch
215902,83490224,3,[np.int64(0)],1,renovacion_mismatch
215904,15574000001030,3,[np.int64(0)],1,renovacion_mismatch
215910,14517700032220,2,[np.int64(0)],1,renovacion_mismatch
215914,14517700032160,2,[np.int64(0)],1,renovacion_mismatch
215923,15574000001020,3,[np.int64(0)],1,renovacion_mismatch
215925,83490213,1,[np.int64(0)],1,renovacion_mismatch
215927,994000000238-2,2,[np.int64(0)],3,renovacion_mismatch
215928,2050330672401,2,[np.int64(0)],10,renovacion_mismatch
215934,15574000000930,3,[np.int64(0)],1,renovacion_mismatch
215935,15574000000950,2,[np.int64(0)],2,renovacion_mismatch
215936,15574000000960,3,[np.int64(0)],1,renovacion_mismatch
215937,15574000000980,2,[np.int64(0)],1,renovacion_mismatch
215940,15574000000990,3,[np.int64(0)],1,renovacion_mismatch
215942,15574000001010,1,[np.int64(0)],1,renovacion_mismatch
215946,14517700032130,2,[np.int64(0)],1,renovacion_mismatch
215948,83490211,3,[np.int64(0)],1,renovacion_mismatch
215950,15574000000900,1,[np.int64(0)],1,renovacion_mismatch
215953,83489980,3,[np.int64(0)],1,renovacion_mismatch
215954,3133009900,3,[np.int64(0)],1,renovacion_mismatch
215956,15574000000830,3,[np.int64(0)],1,renovacion_mismatch
215962,15574000000940,2,[np.int64(0)],2,renovacion_mismatch
215966,101002756-1,2,[np.int64(0)],4,renovacion_mismatch
215973,83489977,3,[np.int64(0)],1,renovacion_mismatch
215974,83489978,2,[np.int64(0)],1,renovacion_mismatch
215975,83489979,3,[np.int64(0)],1,renovacion_mismatch
215976,3132793500,1,[np.int64(0)],1,renovacion_mismatch
215977,3132782900,1,[np.int64(0)],1,renovacion_mismatch
215979,101006092-1,1,[np.int64(0)],2,renovacion_mismatch
215980,101005294-3,2,[np.int64(0)],1,renovacion_mismatch
215981,1901121001860-3,1,[np.int64(0)],1,renovacion_mismatch
215982,83489964,3,[np.int64(0)],1,renovacion_mismatch
215983,83489965,2,[np.int64(0)],1,renovacion_mismatch
215986,994000000418-1,1,[np.int64(0)],1,renovacion_mismatch
215987,14517700032080,2,[np.int64(0)],1,renovacion_mismatch
215993,14517700032070,3,[np.int64(0)],1,renovacion_mismatch
215994,14517700032030,3,[np.int64(0)],1,renovacion_mismatch
215995,14517700032040,2,[np.int64(0)],1,renovacion_mismatch
215999,2050330570702,1,[np.int64(0)],9,renovacion_mismatch
216004,83489963,3,[np.int64(0)],1,renovacion_mismatch
216012,83489972,2,[np.int64(0)],1,renovacion_mismatch
216013,83489945,1,[np.int64(0)],1,renovacion_mismatch
216014,83489941,3,[np.int64(0)],1,renovacion_mismatch
216015,83489942,2,[np.int64(0)],1,renovacion_mismatch
216017,83489943,2,[np.int64(0)],1,renovacion_mismatch
216020,14517700032020,3,[np.int64(0)],1,renovacion_mismatch
216021,14517700032010,3,[np.int64(0)],1,renovacion_mismatch
216024,AA005945/AA039972,1,[np.int64(0)],29,renovacion_mismatch
216027,83489961,3,[np.int64(0)],1,renovacion_mismatch
216029,83489940,3,[np.int64(0)],1,renovacion_mismatch
216032,83489934,3,[np.int64(0)],1,renovacion_mismatch
216033,83489958,3,[np.int64(0)],1,renovacion_mismatch
216035,994000001960,1,[np.int64(0)],1,renovacion_mismatch
216039,83489959,3,[np.int64(0)],1,renovacion_mismatch
216043,83489933,3,[np.int64(0)],1,renovacion_mismatch
216045,83489951,2,[np.int64(0)],1,renovacion_mismatch
216046,83489952,3,[np.int64(0)],1,renovacion_mismatch
216047,83489953,2,[np.int64(0)],1,renovacion_mismatch
216050,83489956,2,[np.int64(0)],1,renovacion_mismatch
216051,83489957,2,[np.int64(0)],1,renovacion_mismatch
216057,14517700031950,2,[np.int64(0)],1,renovacion_mismatch
216060,14517700031980,2,[np.int64(0)],1,renovacion_mismatch
216078,2050330570902,2,[np.int64(0)],1,renovacion_mismatch
216079,994000000377,1,[np.int64(0)],2,renovacion_mismatch
216080,83489947,2,[np.int64(0)],1,renovacion_mismatch
216082,3131656800,1,[np.int64(0)],1,renovacion_mismatch
216084,994000000103-1,1,[np.int64(0)],2,renovacion_mismatch
216087,101000701,1,[np.int64(0)],8,renovacion_mismatch
216091,101006053-1,1,[np.int64(0)],11,renovacion_mismatch
216092,AA005814,1,[np.int64(0)],6,renovacion_mismatch
216093,83489950,3,[np.int64(0)],1,renovacion_mismatch
216094,14517700031900,2,[np.int64(0)],1,renovacion_mismatch
216095,14517700031930,3,[np.int64(0)],1,renovacion_mismatch
216096,14517700031940,3,[np.int64(0)],1,renovacion_mismatch
216101,83489946,2,[np.int64(0)],1,renovacion_mismatch
216106,PE141611,1,[np.int64(0)],10,renovacion_mismatch
216107,83489931,2,[np.int64(0)],1,renovacion_mismatch
216110,1000167-20,1,[np.int64(0)],10,renovacion_mismatch
216114,2050330326206,2,[np.int64(0)],1,renovacion_mismatch
216117,83232975,1,[np.int64(0)],1,renovacion_mismatch
216128,83232973,3,[np.int64(0)],1,renovacion_mismatch
216129,83232974,2,[np.int64(0)],1,renovacion_mismatch
216130,994000000410,1,[np.int64(0)],6,renovacion_mismatch
216133,83232979,3,[np.int64(0)],1,renovacion_mismatch
216137,3131145300,1,[np.int64(0)],1,renovacion_mismatch
216140,3131296000,2,[np.int64(0)],1,renovacion_mismatch
216144,14517700031860,3,[np.int64(0)],1,renovacion_mismatch
216145,14517700031870,3,[np.int64(0)],1,renovacion_mismatch
216146,14517700031880,3,[np.int64(0)],1,renovacion_mismatch
216150,83232976,1,[np.int64(0)],1,renovacion_mismatch
216152,14517700031840,2,[np.int64(0)],1,renovacion_mismatch
216156,83232977,3,[np.int64(0)],1,renovacion_mismatch
216160,83232970,3,[np.int64(0)],1,renovacion_mismatch
216161,83232943,3,[np.int64(0)],1,renovacion_mismatch
216164,83232945,1,[np.int64(0)],1,renovacion_mismatch
216166,14517700031830,3,[np.int64(0)],1,renovacion_mismatch
216178,83232969,3,[np.int64(0)],1,renovacion_mismatch
216181,3130988000,1,[np.int64(0)],1,renovacion_mismatch
216195,83232942,2,[np.int64(0)],1,renovacion_mismatch
216202,14517700031750,1,[np.int64(0)],1,renovacion_mismatch
216203,83232940,3,[np.int64(0)],1,renovacion_mismatch
216205,1000000715,2,[np.int64(0)],2,renovacion_mismatch
216209,14517700031690,2,[np.int64(0)],1,renovacion_mismatch
216210,14517700031700,2,[np.int64(0)],1,renovacion_mismatch
216212,83232967,3,[np.int64(0)],1,renovacion_mismatch
216216,14517700020630 NO RENOVADO 2022,1,SIN CARTERA,0,sin_cartera
216217,80866283 NO RENOVADO 2022,2,SIN CARTERA,0,sin_cartera
216221,14517700031710,3,[np.int64(0)],1,renovacion_mismatch
216222,14517700031720,3,[np.int64(0)],1,renovacion_mismatch
216229,14517700031650,3,[np.int64(0)],1,renovacion_mismatch
216233,14517700031660,1,[np.int64(0)],1,renovacion_mismatch
216234,14517700031670,3,[np.int64(0)],1,renovacion_mismatch
216235,15574000000710,1,[np.int64(0)],1,renovacion_mismatch
216236,83232960,3,[np.int64(0)],1,renovacion_mismatch
216238,83232963,3,[np.int64(0)],1,renovacion_mismatch
216249,83232965,2,[np.int64(0)],1,renovacion_mismatch
216250,83232962,2,[np.int64(0)],1,renovacion_mismatch
216251,14517700031580,3,[np.int64(0)],1,renovacion_mismatch
216256,1000003797,1,[np.int64(0)],12,renovacion_mismatch
216266,15574000000680,2,[np.int64(0)],1,renovacion_mismatch
216269,1000003754,1,[np.int64(0)],2,renovacion_mismatch
216272,1000003637,1,[np.int64(0)],13,renovacion_mismatch
216286,83232958,2,[np.int64(0)],1,renovacion_mismatch
216288,83232959,2,[np.int64(0)],1,renovacion_mismatch
216296,14517700031490,3,[np.int64(0)],1,renovacion_mismatch
216303,14517700031520,1,[np.int64(0)],1,renovacion_mismatch
216304,101005967-1,1,[np.int64(0)],1,renovacion_mismatch
216305,83232936,3,[np.int64(0)],1,renovacion_mismatch
216306,101006019-1,1,[np.int64(0)],4,renovacion_mismatch
216314,83232932,1,[np.int64(0)],1,renovacion_mismatch
216315,83232933,2,[np.int64(0)],1,renovacion_mismatch
216322,14517700031440,1,[np.int64(0)],1,renovacion_mismatch
216323,83232935,1,[np.int64(0)],1,renovacion_mismatch
216328,1000003725,1,[np.int64(0)],12,renovacion_mismatch
216352,83232956,2,[np.int64(0)],1,renovacion_mismatch
216357,14517700031390,3,[np.int64(0)],1,renovacion_mismatch
216358,83232931,2,[np.int64(0)],1,renovacion_mismatch
216359,83232954,3,[np.int64(0)],1,renovacion_mismatch
216363,14517700020280 NO RENOVADO 2022,1,SIN CARTERA,0,sin_cartera
216366,83232952,1,[np.int64(0)],1,renovacion_mismatch
216367,101006011-2,1,[np.int64(0)],3,renovacion_mismatch
216371,994000000326-1,1,[np.int64(0)],1,renovacion_mismatch
216373,14517700031340,2,[np.int64(0)],1,renovacion_mismatch
216378,83232951,2,[np.int64(0)],1,renovacion_mismatch
216386,80643958 NO RENOVADA 2022,3,SIN CARTERA,0,sin_cartera
216387,83232949,2,[np.int64(0)],1,renovacion_mismatch
216405,83232946,1,[np.int64(0)],1,renovacion_mismatch
216407,83092243,2,[np.int64(0)],1,renovacion_mismatch
216408,14517700031300,3,[np.int64(0)],1,renovacion_mismatch
216427,83092225,3,[np.int64(0)],1,renovacion_mismatch
216447,83092242,1,[np.int64(0)],1,renovacion_mismatch
216451,101000218,1,[np.int64(0)],1,renovacion_mismatch
216452,101000218-1,1,[np.int64(0)],1,renovacion_mismatch
216454,83092239,2,[np.int64(0)],1,renovacion_mismatch
216455,83092240,2,[np.int64(0)],1,renovacion_mismatch
216466,14517700031130,3,[np.int64(0)],1,renovacion_mismatch
216467,14517700031140,1,[np.int64(0)],1,renovacion_mismatch
216468,15574000000620,1,[np.int64(0)],1,renovacion_mismatch
216473,83092238,3,[np.int64(0)],1,renovacion_mismatch
216475,83092221,1,[np.int64(0)],1,renovacion_mismatch
216476,14517700031120,1,[np.int64(0)],1,renovacion_mismatch
216479,83092219,3,[np.int64(0)],1,renovacion_mismatch
216485,101000816,1,[np.int64(0)],1,renovacion_mismatch
216486,101000827,1,[np.int64(0)],1,renovacion_mismatch
216493,14517700031090,1,[np.int64(0)],1,renovacion_mismatch
216498,14517700031000,3,[np.int64(0)],1,renovacion_mismatch
216499,14517700031010,1,[np.int64(0)],1,renovacion_mismatch
216503,83092236,2,[np.int64(0)],1,renovacion_mismatch
216506,83092235,3,[np.int64(0)],1,renovacion_mismatch
216508,83092234,1,[np.int64(0)],1,renovacion_mismatch
216544,83092230,1,[np.int64(0)],2,renovacion_mismatch
216547,1000003771,1,[np.int64(0)],6,renovacion_mismatch
216555,1000003654,1,[np.int64(0)],5,renovacion_mismatch
216556,14517700030780,1,[np.int64(0)],1,renovacion_mismatch
216565,1000003666,2,[np.int64(0)],7,renovacion_mismatch
216571,83092227,3,[np.int64(0)],1,renovacion_mismatch
216577,1000709-2,2,[np.int64(0)],1,renovacion_mismatch
216578,101005943-1,1,[np.int64(0)],1,renovacion_mismatch
216581,994000000393-1,1,[np.int64(0)],3,renovacion_mismatch
216591,1000000615-6,2,[np.int64(0)],1,renovacion_mismatch
216592,1000000617-4,2,[np.int64(0)],1,renovacion_mismatch
216593,1000710-2,2,[np.int64(0)],1,renovacion_mismatch
216600,83092226,1,[np.int64(0)],1,renovacion_mismatch
216604,1408004152790000,1,[np.int64(0)],1,renovacion_mismatch
216612,83092212,3,[np.int64(0)],1,renovacion_mismatch
216614,1408004152763000,2,[np.int64(0)],1,renovacion_mismatch
216616,82999865,2,[np.int64(0)],1,renovacion_mismatch
216619,1408004152789000,1,[np.int64(0)],1,renovacion_mismatch
216621,1000003776,1,[np.int64(0)],4,renovacion_mismatch
216623,1000003655,1,[np.int64(0)],5,renovacion_mismatch
216624,14517700030670,2,[np.int64(0)],1,renovacion_mismatch
216625,14517700030680,1,[np.int64(0)],1,renovacion_mismatch
216629,14517700030700,3,[np.int64(0)],2,renovacion_mismatch
216643,14517700030660,2,[np.int64(0)],1,renovacion_mismatch
216646,101006558,1,[np.int64(0)],1,renovacion_mismatch
216648,82999894,1,[np.int64(0)],1,renovacion_mismatch
216650,82999895,3,[np.int64(0)],1,renovacion_mismatch
216654,1000704-2,1,[np.int64(0)],1,renovacion_mismatch
216657,82999892,3,[np.int64(0)],1,renovacion_mismatch
216661,1408004152740000,3,[np.int64(0)],1,renovacion_mismatch
216663,1408004152700000,3,[np.int64(0)],1,renovacion_mismatch
216665,14517700030570,2,[np.int64(0)],1,renovacion_mismatch
216670,82999891,1,[np.int64(0)],1,renovacion_mismatch
216671,1408004152715000,1,[np.int64(0)],1,renovacion_mismatch
216675,14517700030520,3,[np.int64(0)],1,renovacion_mismatch
216676,14517700030530,3,[np.int64(0)],1,renovacion_mismatch
216677,14517700030540,1,[np.int64(0)],1,renovacion_mismatch
216678,14517700030550,2,[np.int64(0)],1,renovacion_mismatch
216683,14517700030500,3,[np.int64(0)],1,renovacion_mismatch
216686,15574000000540,1,[np.int64(0)],1,renovacion_mismatch
216697,14517700030490,2,[np.int64(0)],1,renovacion_mismatch
216699,AA005469,1,[np.int64(0)],36,renovacion_mismatch
216701,82999861,3,[np.int64(0)],1,renovacion_mismatch
216703,101005888-1,1,[np.int64(0)],10,renovacion_mismatch
216705,82999860,2,[np.int64(0)],1,renovacion_mismatch
216707,3000753,1,[np.int64(0)],1,renovacion_mismatch
216712,101005793-1,1,[np.int64(0)],1,renovacion_mismatch
216716,14517700030440,3,[np.int64(0)],1,renovacion_mismatch
216717,14517700030450,3,[np.int64(0)],1,renovacion_mismatch
216720,AA006237,1,[np.int64(0)],4,renovacion_mismatch
216725,82999884,1,[np.int64(0)],1,renovacion_mismatch
216727,AA006033,1,[np.int64(0)],2,renovacion_mismatch
216728,82999885,3,[np.int64(0)],1,renovacion_mismatch
216731,82999856,1,[np.int64(0)],1,renovacion_mismatch
216735,1000003750,3,[np.int64(0)],1,renovacion_mismatch
216745,14517700030400,2,[np.int64(0)],1,renovacion_mismatch
216748,82999879,2,[np.int64(0)],1,renovacion_mismatch
216755,14517700030370,3,[np.int64(0)],1,renovacion_mismatch
216756,14517700030380,2,[np.int64(0)],1,renovacion_mismatch
216757,994000000388-1,1,[np.int64(0)],10,renovacion_mismatch
216776,82999854,2,[np.int64(0)],1,renovacion_mismatch
216781,82999876,3,[np.int64(0)],1,renovacion_mismatch
216787,14517700030330,3,[np.int64(0)],1,renovacion_mismatch
216788,15574000000520,1,[np.int64(0)],1,renovacion_mismatch
216789,14517700030320,1,[np.int64(0)],1,renovacion_mismatch
216794,15574000000480,2,[np.int64(0)],1,renovacion_mismatch
216801,1408004152363000,2,[np.int64(0)],1,renovacion_mismatch
216803,14517700030290,1,[np.int64(0)],1,renovacion_mismatch
216804,82999874,3,[np.int64(0)],1,renovacion_mismatch
216808,1000003646,1,[np.int64(0)],11,renovacion_mismatch
216811,15574000000470,1,[np.int64(0)],1,renovacion_mismatch
216812,1408004152277000,1,[np.int64(0)],1,renovacion_mismatch
216820,1408004152362000,3,[np.int64(0)],1,renovacion_mismatch
216821,14517700030230,2,[np.int64(0)],1,renovacion_mismatch
216824,15574000000450,3,[np.int64(0)],1,renovacion_mismatch
216825,82999849,3,[np.int64(0)],1,renovacion_mismatch
216826,82999850,2,[np.int64(0)],1,renovacion_mismatch
216827,82999851,3,[np.int64(0)],1,renovacion_mismatch
216828,1408004152149000,3,[np.int64(0)],1,renovacion_mismatch
216832,14517700030210,2,[np.int64(0)],1,renovacion_mismatch
216835,82999870,3,[np.int64(0)],1,renovacion_mismatch
216838,1408004152082000,2,[np.int64(0)],1,renovacion_mismatch
216846,82999868,3,[np.int64(0)],1,renovacion_mismatch
216847,82999847,2,[np.int64(0)],1,renovacion_mismatch
216851,14517700030100,2,[np.int64(0)],1,renovacion_mismatch
216855,14517700030140,1,[np.int64(0)],1,renovacion_mismatch
216856,14517700030150,2,[np.int64(0)],1,renovacion_mismatch
216857,14517700030160,2,[np.int64(0)],1,renovacion_mismatch
216858,14517700030170,1,[np.int64(0)],1,renovacion_mismatch
216859,82999866,2,[np.int64(0)],1,renovacion_mismatch
216861,14517700030090,2,[np.int64(0)],1,renovacion_mismatch
216862,15574000000440,2,[np.int64(0)],1,renovacion_mismatch
